year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
0.04846418771422057,450000,1.3383625536597623,1,1,1,0,1.0006955324753606,-0.41130486649936043,-0.135477047453679,-0.427257606954997
0.04846418771422057,370000,0.8874108553930357,1,1,1,2,0.4330954947181555,0.09053581239973502,0.6343641422058043,-0.427257606954997
-1.9297751983057385,158000,1.2410984618767429,3,1,1,4,-0.4308620848768834,0.08852844968413864,-0.135477047453679,-0.427257606954997
-0.940655505295759,225000,1.0112015176623332,1,1,1,0,0.9002353488015192,-0.11421518459109592,-0.135477047453679,-0.427257606954997
-1.6824952750532436,130000,0.8874108553930357,3,1,1,0,-0.8327028195722497,-0.3109367307195413,0.035989356534404875,-0.427257606954997
0.7903039574717052,440000,-0.43891766892086614,3,1,1,0,0.18194503553355126,-0.5136803649947759,-0.2116409398857437,-0.427257606954997
-1.6824952750532436,96000,1.8600517732232305,2,1,1,0,-0.5313222685507247,-0.7866816943158839,-1.1631037191909197,-0.427257606954997
-3.166174814568213,45000,-1.1462928818882805,3,1,1,2,-0.8327028195722497,-1.318632813948925,-0.135477047453679,-1.4812029269338176
-0.6933755820432641,350000,0.356879445667475,1,1,1,0,1.0484141197204357,-0.17845079149018014,-0.7881430179869097,-0.427257606954997
-0.1988157355382743,200000,1.7539454912781183,1,1,1,0,0.14678397124770654,-0.10819309644430677,-0.749084611611492,-0.427257606954997
0.04846418771422057,500000,-0.03217692146460292,1,1,1,2,-0.10185498334505128,0.016263391922668895,0.8269220856366141,-0.427257606954997
-2.1770551215582334,92000,0.5337232489093285,3,1,1,2,-0.5313222685507247,-0.9231823589764377,-0.135477047453679,-0.427257606954997
-1.187935428548254,280000,1.2410984618767429,1,1,1,2,-0.02902135018151626,-0.41130486649936043,-0.5225458546340687,-0.427257606954997
-1.6824952750532436,200000,0.18003564242562137,3,1,1,2,-0.02902135018151626,-0.41130486649936043,-0.135477047453679,-0.427257606954997
-1.187935428548254,180000,0.356879445667475,3,1,1,2,-0.1294815338553585,-0.7866816943158839,-0.135477047453679,-0.427257606954997
0.5430240342192103,400000,-0.5273395705417929,3,1,1,0,-0.3178443782438117,-0.5116730022791796,-0.135477047453679,-0.427257606954997
0.5430240342192103,778000,0.003191839183767794,1,1,1,2,1.2819840467621175,-0.41130486649936043,0.04770687844703008,1.6806330330026442
-0.44609565879076923,500000,-0.2974426263273833,1,1,1,2,0.9002353488015192,-0.11421518459109592,-0.135477047453679,-0.427257606954997
-2.918894891315718,150000,0.18003564242562137,3,1,1,2,0.07143883349232508,-1.318632813948925,-1.6005578705955985,-0.427257606954997
0.5430240342192103,680000,0.5337232489093285,1,1,1,0,0.784706137576601,-0.11421518459109592,0.05669031191337632,-0.427257606954997
-0.6933755820432641,174000,0.5337232489093285,1,1,1,2,0.39793443043231075,0.016263391922668895,-0.905318237113163,-0.427257606954997
0.7903039574717052,950000,-0.35049576729993936,1,1,1,0,1.5281114967630298,0.09053581239973502,0.442196782838749,-0.427257606954997
0.29574411096671543,525000,-0.5273395705417929,1,1,1,0,1.8018654972742483,-0.41130486649936043,-0.135477047453679,-0.427257606954997
-0.44609565879076923,600000,0.03856059983213851,1,1,1,0,0.5235096600246129,-0.41130486649936043,0.059424400359655294,-0.427257606954997
1.0375838807242002,500000,-0.6157614721627197,3,1,1,0,0.22212910900308797,-0.5096656395635831,-0.135477047453679,-0.427257606954997
0.5430240342192103,575000,-0.43891766892086614,3,1,1,0,0.4983946141061521,-0.5136803649947759,-0.16320851598022593,-0.427257606954997
0.7903039574717052,275000,-0.7395521344320173,3,1,1,0,1.3271911294153462,-1.318632813948925,-1.5614994642201807,-0.427257606954997
-0.1988157355382743,300000,0.003191839183767794,1,1,1,0,-0.30528685528458127,-0.41130486649936043,-0.5264516952716107,1.6806330330026442
-1.187935428548254,220000,0.8874108553930357,3,1,1,0,-0.1294815338553585,-0.7866816943158839,-0.135477047453679,-0.427257606954997
1.0375838807242002,254999,-0.7926052754045734,3,1,1,0,-0.6568974981430269,-1.318632813948925,-2.073164587738153,2.734578352981465
0.7903039574717052,670000,0.003191839183767794,1,1,1,0,1.226730945741505,-0.41130486649936043,0.04770687844703008,-0.427257606954997
-2.6716149680632233,70000,-0.35049576729993936,3,1,1,2,-0.02902135018151626,-0.41130486649936043,-0.135477047453679,-0.427257606954997
-0.44609565879076923,150000,-0.6157614721627197,3,1,1,2,-1.360118783859919,-1.318632813948925,-0.135477047453679,-0.427257606954997
1.0375838807242002,730000,-1.1924844832950527,3,1,1,0,-0.20482667161073903,-0.5136803649947759,-0.2128126920770063,-0.427257606954997
0.7903039574717052,650000,-0.9482278222574044,1,1,1,0,1.226730945741505,-0.41130486649936043,0.04770687844703008,-0.427257606954997
1.284863803976695,330000,-1.0578709802673536,0,1,1,2,3.522246142688787,-1.318632813948925,-1.8349083088481049,-1.4812029269338176
1.284863803976695,366000,-0.9694490786464269,3,1,1,0,1.1388282850268932,-0.9131455453984558,-0.7881430179869097,-0.427257606954997
1.284863803976695,1149000,-1.1462928818882805,3,1,1,0,-0.6066674063061062,0.27722054495019854,1.3288226075607317,-0.427257606954997
0.5430240342192103,150000,-0.49197080989342223,3,1,1,0,0.30500876053400694,-0.5116730022791796,-0.135477047453679,-0.427257606954997
-0.6933755820432641,425000,-0.17365196405808578,1,1,1,2,-1.3776993160028412,1.457549821720871,1.9822697462214707,1.6806330330026442
-0.44609565879076923,150000,0.10929812112887995,3,1,1,0,-0.8327028195722497,-1.318632813948925,-0.135477047453679,-1.4812029269338176
1.284863803976695,2100000,-1.1462928818882805,3,1,0,0,-0.8578178654907104,-0.1704213406277946,2.87045790719847,-0.427257606954997
